Município;AIS;Natureza;Data;Hora;Dia da Semana;Tipo de Arma;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;28/mar/21;02:00;Domingo;Arma de fogo;Masculino;19;Ensino Fundamental Completo;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;28/mar/21;15:00;Domingo;Arma branca;Masculino;24;Ensino Médio Completo;Preta
Fortaleza;AIS 09;HOMICIDIO DOLOSO;28/mar/21;17:00;Domingo;Arma de fogo;Masculino;28;Ensino Fundamental Completo;Parda
Fortaleza;AIS 09;HOMICIDIO DOLOSO;28/mar/21;17:00;Domingo;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Não Informada
Itarema;AIS 17;HOMICIDIO DOLOSO;28/mar/21;17:40;Domingo;Arma branca;Masculino;12;Alfabetizado;Não Informada
Barbalha;AIS 19;HOMICIDIO DOLOSO;28/mar/21;18:00;Domingo;Arma de fogo;Masculino;41;Alfabetizado;Preta
Guaraciaba do Norte;AIS 14;HOMICIDIO DOLOSO;28/mar/21;20:30;Domingo;Arma branca;Masculino;57;Alfabetizado;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;28/mar/21;20:35;Domingo;Arma de fogo;Masculino;33;Ensino Fundamental Completo;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;28/mar/21;21:55;Domingo;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Ibaretama;AIS 20;HOMICIDIO DOLOSO;29/mar/21;01:50;Segunda;Outros meios;Masculino;30;Ensino Fundamental Completo;Parda
Novo Oriente;AIS 16;HOMICIDIO DOLOSO;29/mar/21;13:00;Segunda;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Parda
Crato;AIS 19;HOMICIDIO DOLOSO;29/mar/21;13:00;Segunda;Arma de fogo;Masculino;26;Ensino Fundamental Incompleto;Não Informada
Crato;AIS 19;HOMICIDIO DOLOSO;29/mar/21;13:00;Segunda;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Canindé;AIS 15;HOMICIDIO DOLOSO;29/mar/21;15:00;Segunda;Arma de fogo;Masculino;19;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;29/mar/21;16:42;Segunda;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;29/mar/21;20:10;Segunda;Arma de fogo;Masculino;17;Não Informada;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;30/mar/21;09:46;Terça;Arma de fogo;Feminino;31;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;30/mar/21;15:30;Terça;Arma de fogo;Masculino;18;Ensino Médio Incompleto;Não Informada
Russas;AIS 18;HOMICIDIO DOLOSO;30/mar/21;17:45;Terça;Arma de fogo;Masculino;43;Alfabetizado;Não Informada
Assaré;AIS 19;HOMICIDIO DOLOSO;30/mar/21;18:00;Terça;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Itaitinga;AIS 25;HOMICIDIO DOLOSO;30/mar/21;19:00;Terça;Arma de fogo;Masculino;19;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;30/mar/21;20:13;Terça;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Fortaleza;AIS 01;HOMICIDIO DOLOSO;31/mar/21;13:00;Quarta;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 02;HOMICIDIO DOLOSO;31/mar/21;13:14;Quarta;Arma branca;Masculino;Não Informada;Não Informada;Não Informada
Ibaretama;AIS 20;HOMICIDIO DOLOSO;31/mar/21;14:00;Quarta;Arma de fogo;Masculino;34;Ensino Médio Completo;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;31/mar/21;15:30;Quarta;Arma branca;Masculino;53;Não Informada;Não Informada
Itaitinga;AIS 25;HOMICIDIO DOLOSO;31/mar/21;17:51;Quarta;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Parda
Aquiraz;AIS 13;HOMICIDIO DOLOSO;31/mar/21;19:45;Quarta;Arma de fogo;Masculino;42;Ensino Médio Completo;Não Informada
Quixadá;AIS 20;HOMICIDIO DOLOSO;31/mar/21;22:00;Quarta;Arma de fogo;Feminino;22;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;31/mar/21;23:30;Quarta;Arma de fogo;Masculino;32;Ensino Fundamental Completo;Não Informada
Jaguaruana;AIS 18;HOMICIDIO DOLOSO;01/abr/21;07:00;Quinta;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Parda
Maracanaú;AIS 12;HOMICIDIO DOLOSO;01/abr/21;08:07;Quinta;Arma de fogo;Feminino;18;Ensino Médio Completo;Não Informada
Acopiara;AIS 21;ROUBO SEGUIDO DE MORTE (LATROCINIO);01/abr/21;13:00;Quinta;Outros meios;Masculino;46;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;01/abr/21;13:24;Quinta;Arma de fogo;Masculino;24;Não Informada;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;01/abr/21;13:44;Quinta;Arma de fogo;Masculino;30;Ensino Médio Completo;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;01/abr/21;14:56;Quinta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Icó;AIS 21;HOMICIDIO DOLOSO;01/abr/21;20:00;Quinta;Arma de fogo;Masculino;33;Alfabetizado;Não Informada
Viçosa do Ceará;AIS 14;HOMICIDIO DOLOSO;01/abr/21;20:30;Quinta;Arma branca;Masculino;24;Ensino Médio Completo;Não Informada
Fortaleza;AIS 01;HOMICIDIO DOLOSO;01/abr/21;21:40;Quinta;Arma de fogo;Masculino;27;Ensino Médio Incompleto;Parda
Fortaleza;AIS 03;HOMICIDIO DOLOSO;02/abr/21;00:36;Sexta;Outros meios;Masculino;18;Alfabetizado;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;02/abr/21;00:50;Sexta;Arma branca;Masculino;44;Alfabetizado;Parda
Fortaleza;AIS 07;HOMICIDIO DOLOSO;02/abr/21;12:10;Sexta;Arma de fogo;Masculino;36;Não Informada;Não Informada
Saboeiro;AIS 21;HOMICIDIO DOLOSO;02/abr/21;15:00;Sexta;Arma branca;Masculino;63;Alfabetizado;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;02/abr/21;19:30;Sexta;Arma de fogo;Masculino;33;Ensino Fundamental Incompleto;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;02/abr/21;20:15;Sexta;Arma de fogo;Masculino;28;Ensino Fundamental Incompleto;Preta
Aquiraz;AIS 13;HOMICIDIO DOLOSO;02/abr/21;22:00;Sexta;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;03/abr/21;01:00;Sábado;Arma de fogo;Masculino;22;Alfabetizado;Parda
Itaitinga;AIS 25;HOMICIDIO DOLOSO;03/abr/21;03:47;Sábado;Arma de fogo;Masculino;26;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;03/abr/21;12:00;Sábado;Arma de fogo;Masculino;20;Ensino Fundamental Incompleto;Não Informada
Jardim;AIS 19;HOMICIDIO DOLOSO;03/abr/21;12:40;Sábado;Arma de fogo;Masculino;31;Não Informada;Parda
Fortaleza;AIS 07;HOMICIDIO DOLOSO;03/abr/21;13:00;Sábado;Arma de fogo;Masculino;18;Não Informada;Parda
Quixeré;AIS 18;HOMICIDIO DOLOSO;03/abr/21;14:27;Sábado;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;03/abr/21;17:30;Sábado;Arma de fogo;Masculino;22;Ensino Médio Incompleto;Parda
Cedro;AIS 21;HOMICIDIO DOLOSO;03/abr/21;18:30;Sábado;Arma de fogo;Masculino;18;Ensino Fundamental Completo;Parda
Cedro;AIS 21;HOMICIDIO DOLOSO;03/abr/21;18:30;Sábado;Arma de fogo;Feminino;15;Ensino Fundamental Incompleto;Não Informada
Martinópole;AIS 14;HOMICIDIO DOLOSO;03/abr/21;19:00;Sábado;Arma de fogo;Masculino;36;Alfabetizado;Não Informada
Ibicuitinga;AIS 20;HOMICIDIO DOLOSO;03/abr/21;19:30;Sábado;Arma de fogo;Masculino;28;Não Informada;Não Informada
Crato;AIS 19;HOMICIDIO DOLOSO;03/abr/21;21:10;Sábado;Arma de fogo;Feminino;55;Ensino Fundamental Incompleto;Parda
Aquiraz;AIS 13;HOMICIDIO DOLOSO;03/abr/21;23:07;Sábado;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Potengi;AIS 19;HOMICIDIO DOLOSO;04/abr/21;01:00;Domingo;Outros meios;Masculino;63;Alfabetizado;Não Informada
São João do Jaguaribe;AIS 18;HOMICIDIO DOLOSO;04/abr/21;17:00;Domingo;Arma de fogo;Masculino;23;Ensino Fundamental Incompleto;Não Informada
Ipu;AIS 16;HOMICIDIO DOLOSO;04/abr/21;19:00;Domingo;Arma branca;Masculino;22;Ensino Fundamental Incompleto;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;04/abr/21;22:40;Domingo;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Não Informada
Itapajé;AIS 17;HOMICIDIO DOLOSO;05/abr/21;00:30;Segunda;Arma de fogo;Masculino;17;Alfabetizado;Parda
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;05/abr/21;03:00;Segunda;Arma branca;Masculino;16;Alfabetizado;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;05/abr/21;03:20;Segunda;Arma de fogo;Masculino;21;Ensino Fundamental Completo;Não Informada
Caridade;AIS 15;HOMICIDIO DOLOSO;05/abr/21;08:30;Segunda;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;05/abr/21;13:30;Segunda;Arma de fogo;Masculino;17;Ensino Médio Incompleto;Não Informada
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;05/abr/21;13:30;Segunda;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Não Informada
Assaré;AIS 19;HOMICIDIO DOLOSO;05/abr/21;18:30;Segunda;Arma de fogo;Masculino;17;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;05/abr/21;18:58;Segunda;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;05/abr/21;20:00;Segunda;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Não Informada
Crato;AIS 19;HOMICIDIO DOLOSO;05/abr/21;20:46;Segunda;Arma de fogo;Masculino;17;Ensino Fundamental Incompleto;Parda
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;06/abr/21;01:00;Terça;Arma de fogo;Masculino;34;Ensino Fundamental Incompleto;Não Informada
Beberibe;AIS 18;HOMICIDIO DOLOSO;06/abr/21;12:00;Terça;Arma branca;Masculino;19;Não Informada;Parda
Fortaleza;AIS 08;HOMICIDIO DOLOSO;06/abr/21;13:00;Terça;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;06/abr/21;14:07;Terça;Arma branca;Masculino;33;Ensino Fundamental Completo;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;06/abr/21;15:40;Terça;Arma de fogo;Masculino;20;Ensino Médio Completo;Não Informada
Umirim;AIS 17;HOMICIDIO DOLOSO;06/abr/21;21:00;Terça;Arma de fogo;Masculino;22;Ensino Fundamental Completo;Não Informada
Itarema;AIS 17;HOMICIDIO DOLOSO;06/abr/21;21:55;Terça;Arma de fogo;Masculino;40;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;07/abr/21;06:30;Quarta;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Branca
Itaitinga;AIS 25;HOMICIDIO DOLOSO;07/abr/21;10:36;Quarta;Arma de fogo;Masculino;24;Ensino Fundamental Completo;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;07/abr/21;12:00;Quarta;Arma de fogo;Masculino;28;Ensino Médio Incompleto;Parda
Fortaleza;AIS 02;HOMICIDIO DOLOSO;07/abr/21;12:59;Quarta;Arma de fogo;Masculino;22;Ensino Fundamental Completo;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;07/abr/21;17:30;Quarta;Arma de fogo;Masculino;28;Alfabetizado;Parda
Fortaleza;AIS 06;HOMICIDIO DOLOSO;07/abr/21;20:00;Quarta;Arma de fogo;Masculino;32;Ensino Fundamental Incompleto;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;07/abr/21;20:00;Quarta;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;07/abr/21;20:45;Quarta;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Tianguá;AIS 14;HOMICIDIO DOLOSO;07/abr/21;21:20;Quarta;Arma de fogo;Masculino;25;Não Informada;Parda
Fortaleza;AIS 04;HOMICIDIO DOLOSO;07/abr/21;23:50;Quarta;Arma de fogo;Masculino;40;Ensino Médio Completo;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;08/abr/21;00:35;Quinta;Arma de fogo;Masculino;31;Não Informada;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;08/abr/21;06:08;Quinta;Arma de fogo;Masculino;27;Ensino Médio Completo;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;08/abr/21;06:30;Quinta;Arma de fogo;Masculino;24;Ensino Fundamental Completo;Parda
Itarema;AIS 17;HOMICIDIO DOLOSO;08/abr/21;11:30;Quinta;Arma de fogo;Masculino;32;Alfabetizado;Não Informada
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;08/abr/21;18:50;Quinta;Arma de fogo;Masculino;41;Ensino Fundamental Completo;Não Informada
Frecheirinha;AIS 14;HOMICIDIO DOLOSO;08/abr/21;19:30;Quinta;Arma de fogo;Masculino;30;Alfabetizado;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;08/abr/21;22:49;Quinta;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Jijoca de Jericoacoara;AIS 17;HOMICIDIO DOLOSO;08/abr/21;23:00;Quinta;Arma de fogo;Masculino;25;Ensino Médio Completo;Parda
Quixadá;AIS 20;HOMICIDIO DOLOSO;08/abr/21;23:00;Quinta;Arma de fogo;Masculino;34;Alfabetizado;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;09/abr/21;05:00;Sexta;Arma de fogo;Masculino;17;Não Informada;Preta
Horizonte;AIS 25;HOMICIDIO DOLOSO;09/abr/21;05:00;Sexta;Arma de fogo;Masculino;16;Não Informada;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;09/abr/21;05:21;Sexta;Arma de fogo;Masculino;48;Alfabetizado;Não Informada
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;09/abr/21;08:00;Sexta;Arma de fogo;Masculino;25;Ensino Fundamental Incompleto;Não Informada
Mucambo;AIS 14;HOMICIDIO DOLOSO;09/abr/21;10:30;Sexta;Arma de fogo;Masculino;32;Alfabetizado;Parda
Horizonte;AIS 25;HOMICIDIO DOLOSO;09/abr/21;14:50;Sexta;Arma de fogo;Masculino;18;Não Informada;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;09/abr/21;15:00;Sexta;Arma de fogo;Masculino;16;Ensino Médio Completo;Não Informada
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;09/abr/21;20:40;Sexta;Arma de fogo;Feminino;49;Ensino Fundamental Incompleto;Não Informada
Canindé;AIS 15;HOMICIDIO DOLOSO;10/abr/21;01:00;Sábado;Arma de fogo;Masculino;26;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;10/abr/21;04:00;Sábado;Arma de fogo;Masculino;21;Não Informada;Não Informada
Alto Santo;AIS 18;HOMICIDIO DOLOSO;10/abr/21;05:20;Sábado;Arma de fogo;Masculino;46;Ensino Médio Incompleto;Branca
Itatira;AIS 15;HOMICIDIO DOLOSO;10/abr/21;09:20;Sábado;Arma de fogo;Masculino;55;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 09;LESAO CORPORAL SEGUIDA DE MORTE;10/abr/21;10:40;Sábado;Arma branca;Masculino;59;Ensino Médio Completo;Não Informada
Tauá;AIS 22;HOMICIDIO DOLOSO;10/abr/21;13:00;Sábado;Outros meios;Masculino;22;Alfabetizado;Parda
Fortaleza;AIS 09;HOMICIDIO DOLOSO;10/abr/21;15:19;Sábado;Arma branca;Masculino;Não Informada;Não Informada;Não Informada
Tamboril;AIS 16;HOMICIDIO DOLOSO;10/abr/21;19:00;Sábado;Arma de fogo;Masculino;32;Ensino Fundamental Completo;Não Informada
Ocara;AIS 15;HOMICIDIO DOLOSO;10/abr/21;19:00;Sábado;Arma de fogo;Masculino;24;Ensino Médio Incompleto;Não Informada
Ocara;AIS 15;HOMICIDIO DOLOSO;10/abr/21;19:00;Sábado;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;ROUBO SEGUIDO DE MORTE (LATROCINIO);10/abr/21;21:30;Sábado;Arma de fogo;Feminino;19;Alfabetizado;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;10/abr/21;23:00;Sábado;Arma de fogo;Masculino;26;Não Informada;Não Informada
Fortaleza;AIS 01;HOMICIDIO DOLOSO;10/abr/21;23:30;Sábado;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;11/abr/21;00:37;Domingo;Arma de fogo;Masculino;42;Ensino Fundamental Completo;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;11/abr/21;03:00;Domingo;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;11/abr/21;03:00;Domingo;Arma de fogo;Feminino;Não Informada;Não Informada;Não Informada
Jijoca de Jericoacoara;AIS 17;HOMICIDIO DOLOSO;11/abr/21;07:00;Domingo;Arma de fogo;Masculino;17;Não Informada;Não Informada
Barbalha;AIS 19;HOMICIDIO DOLOSO;11/abr/21;08:30;Domingo;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Não Informada
Ocara;AIS 15;HOMICIDIO DOLOSO;11/abr/21;08:30;Domingo;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;11/abr/21;12:44;Domingo;Arma de fogo;Masculino;21;Ensino Médio Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;11/abr/21;13:52;Domingo;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;11/abr/21;18:40;Domingo;Arma de fogo;Masculino;20;Ensino Médio Completo;Branca
Cascavel;AIS 13;HOMICIDIO DOLOSO;11/abr/21;19:20;Domingo;Arma de fogo;Masculino;38;Alfabetizado;Parda
Paraipaba;AIS 23;HOMICIDIO DOLOSO;11/abr/21;20:20;Domingo;Arma de fogo;Masculino;41;Não Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;11/abr/21;21:20;Domingo;Arma de fogo;Masculino;32;Ensino Médio Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;11/abr/21;21:20;Domingo;Arma de fogo;Feminino;20;Ensino Médio Completo;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;11/abr/21;21:20;Domingo;Arma de fogo;Masculino;15;Ensino Fundamental Incompleto;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;11/abr/21;21:20;Domingo;Arma de fogo;Masculino;29;Ensino Médio Completo;Não Informada
Jaguaribe;AIS 18;HOMICIDIO DOLOSO;12/abr/21;03:00;Segunda;Arma de fogo;Feminino;30;Alfabetizado;Não Informada
Jaguaribe;AIS 18;HOMICIDIO DOLOSO;12/abr/21;03:00;Segunda;Arma de fogo;Masculino;41;Alfabetizado;Parda
Pentecoste;AIS 17;HOMICIDIO DOLOSO;12/abr/21;04:00;Segunda;Arma de fogo;Masculino;26;Ensino Médio Completo;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;12/abr/21;06:00;Segunda;Arma branca;Masculino;37;Ensino Fundamental Completo;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;12/abr/21;07:40;Segunda;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Não Informada
Cedro;AIS 21;HOMICIDIO DOLOSO;12/abr/21;17:30;Segunda;Arma de fogo;Masculino;42;Não Informada;Branca
Russas;AIS 18;HOMICIDIO DOLOSO;12/abr/21;17:30;Segunda;Arma de fogo;Masculino;37;Alfabetizado;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;12/abr/21;18:30;Segunda;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Parda
Fortaleza;AIS 05;HOMICIDIO DOLOSO;12/abr/21;20:00;Segunda;Arma de fogo;Masculino;34;Alfabetizado;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;12/abr/21;20:30;Segunda;Arma branca;Masculino;24;Ensino Médio Completo;Parda
Sobral;AIS 14;HOMICIDIO DOLOSO;12/abr/21;20:30;Segunda;Arma de fogo;Masculino;33;Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;12/abr/21;21:17;Segunda;Arma de fogo;Feminino;24;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;13/abr/21;04:30;Terça;Arma de fogo;Masculino;24;Ensino Médio Completo;Parda
Maranguape;AIS 24;HOMICIDIO DOLOSO;13/abr/21;11:00;Terça;Arma de fogo;Masculino;34;Alfabetizado;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;13/abr/21;13:20;Terça;Arma de fogo;Masculino;46;Não Alfabetizado;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;13/abr/21;14:00;Terça;Arma de fogo;Masculino;20;Ensino Médio Incompleto;Parda
Fortaleza;AIS 06;HOMICIDIO DOLOSO;13/abr/21;16:00;Terça;Arma de fogo;Masculino;29;Ensino Médio Completo;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;13/abr/21;18:00;Terça;Arma de fogo;Masculino;33;Ensino Médio Incompleto;Não Informada
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;13/abr/21;19:00;Terça;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;13/abr/21;19:40;Terça;Arma de fogo;Feminino;25;Alfabetizado;Não Informada
Missão Velha;AIS 19;HOMICIDIO DOLOSO;13/abr/21;21:20;Terça;Arma de fogo;Masculino;26;Não Informada;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;14/abr/21;00:43;Quarta;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Aracoiaba;AIS 15;HOMICIDIO DOLOSO;14/abr/21;07:00;Quarta;Arma de fogo;Masculino;33;Ensino Médio Incompleto;Parda
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;14/abr/21;19:35;Quarta;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;14/abr/21;20:30;Quarta;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;14/abr/21;20:30;Quarta;Arma de fogo;Masculino;15;Alfabetizado;Não Informada
Paracuru;AIS 23;HOMICIDIO DOLOSO;14/abr/21;20:30;Quarta;Arma de fogo;Masculino;24;Ensino Médio Incompleto;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;14/abr/21;21:15;Quarta;Arma de fogo;Masculino;36;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;15/abr/21;06:25;Quinta;Arma de fogo;Feminino;27;Ensino Médio Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;15/abr/21;06:25;Quinta;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;15/abr/21;07:05;Quinta;Arma branca;Feminino;25;Ensino Fundamental Completo;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;15/abr/21;07:05;Quinta;Arma branca;Feminino;21;Ensino Médio Incompleto;Não Informada
Iguatu;AIS 21;HOMICIDIO DOLOSO;15/abr/21;13:30;Quinta;Arma de fogo;Masculino;20;Ensino Fundamental Incompleto;Preta
Pacatuba;AIS 24;HOMICIDIO DOLOSO;15/abr/21;16:00;Quinta;Outros meios;Masculino;41;Ensino Fundamental Incompleto;Preta
Itaitinga;AIS 25;HOMICIDIO DOLOSO;16/abr/21;14:25;Sexta;Arma de fogo;Masculino;30;Ensino Fundamental Incompleto;Não Informada
Barreira;AIS 15;HOMICIDIO DOLOSO;16/abr/21;16:00;Sexta;Arma de fogo;Masculino;29;Não Informada;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;16/abr/21;20:21;Sexta;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Fortaleza;AIS 07;ROUBO SEGUIDO DE MORTE (LATROCINIO);16/abr/21;20:50;Sexta;Arma de fogo;Masculino;33;Ensino Médio Completo;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;16/abr/21;21:30;Sexta;Arma de fogo;Masculino;36;Ensino Médio Completo;Parda
Groaíras;AIS 14;HOMICIDIO DOLOSO;16/abr/21;21:50;Sexta;Arma de fogo;Masculino;26;Alfabetizado;Parda
Fortaleza;AIS 07;HOMICIDIO DOLOSO;17/abr/21;04:37;Sábado;Arma de fogo;Feminino;33;Ensino Médio Incompleto;Não Informada
Eusébio;AIS 13;HOMICIDIO DOLOSO;17/abr/21;11:00;Sábado;Arma de fogo;Masculino;42;Ensino Fundamental Incompleto;Não Informada
Cruz;AIS 17;HOMICIDIO DOLOSO;17/abr/21;14:00;Sábado;Arma de fogo;Masculino;20;Alfabetizado;Parda
Quixelô;AIS 21;HOMICIDIO DOLOSO;17/abr/21;17:00;Sábado;Arma de fogo;Feminino;37;Ensino Fundamental Incompleto;Branca
Fortaleza;AIS 05;HOMICIDIO DOLOSO;17/abr/21;18:08;Sábado;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Acopiara;AIS 21;HOMICIDIO DOLOSO;17/abr/21;22:30;Sábado;Arma de fogo;Masculino;52;Alfabetizado;Branca
Cascavel;AIS 13;HOMICIDIO DOLOSO;18/abr/21;03:00;Domingo;Arma de fogo;Masculino;26;Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;18/abr/21;03:30;Domingo;Arma de fogo;Masculino;26;Ensino Médio Completo;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;18/abr/21;08:00;Domingo;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Farias Brito;AIS 19;HOMICIDIO DOLOSO;18/abr/21;13:30;Domingo;Arma de fogo;Masculino;17;Ensino Fundamental Incompleto;Preta
